,OBJECTID,x,y,Year,STRUCTURET,id,taxval,landuse,yearbuilt,storey,Structures,StrucET,Type,type,Area_m2,Area_ft2,mph,idd,DS1,DS2,DS3,DS4,dmg
39,143758,77.260528,34.85914176,2006,Concrete Block,9025,55930,Building Site,1964,1,Single Family,Concrete Block,Building Existing,A10,1476.86436,19241.94651,131.28784928718304,9025,0.8497870152969401,0.499439139034732,0.18782410277712563,0.17689820558545932,2
40,120690,77.38712764,34.76825148,2006,,12460,349938,Commercial/Ind/Secondary,0,1,MEDICAL BUILDING,,Building Existing,F16,1340.616404,39764.9388,133.86910778189474,12460,0.9523558821150522,0.8932295080028587,0.7682294779669318,9.578671476236704e-05,3
41,110441,77.41934353,34.75195635,2006,Aluminum/Vinyl,28835,142600,Residential,1951,1,Single Family,Aluminum/Vinyl,Building Existing,A10,2550.692075,20266.64112,134.0545795301582,28835,0.8818890674109292,0.5684321981673705,0.24907763584495357,0.22558655358231344,1
42,30616,77.22101223,34.7020061,2016,Aluminum/Vinyl,75211,162940,Residential,2009,1,Single Family,Aluminum/Vinyl,Building New,A58,2200.900002,35262.20585,144.16807293446533,75211,0.9576033352203529,0.7172686677588465,0.48764793112979515,0.44254715502105985,4
43,44120,77.41795888,34.77673741,2016,Aluminum/Vinyl,75445,72410,Townhome,2009,2,Town Home,Aluminum/Vinyl,Building New,B32,2909.026782,2198.425232,132.25793445189234,75445,0.3441211465522457,0.054285955843793005,0.004466531835776276,0.0032021294617526875,1
44,79213,77.35901159,34.52315588,2006,ALUMINUM/VINYL,15495,174960,Waterview,1983,2,Beach Duplex,ALUMINUM/VINYL,Building Existing,A26,1510.371228,7911.838882,151.49073159628244,15495,0.9971391171740424,0.981003922032909,0.9262393435484663,0.8567923572582086,4
45,44282,77.40293131,34.77756896,2016,Brick Veneer,20792,260620,Residential,2008,2,Single Family,Brick Veneer,Building New,A26,2033.522125,21499.93302,132.67373526941796,20792,0.9653107266301567,0.8338963091845584,0.5958431183557085,0.4843480894238136,2
46,104218,77.13593474,34.7352423,2006,Cedar/Redwood/Cypress,45287,182130,Residential,1995,2,Single Family,Cedar/Redwood/Cypress,Building Existing,A30,1726.533927,37387.90626,144.70186575741798,45287,0.9853260247791291,0.8743773526671551,0.6806068196894866,0.5501440104233455,3
47,108776,77.37455131,34.74834701,2006,Aluminum/Vinyl,67671,49790,Townhome,2005,1,Town Home,Aluminum/Vinyl,Building Existing,B32,4665.738143,1470.768272,135.7737188964859,67671,0.41533420733046633,0.08594756029778006,0.009330134413210803,0.00687027061963842,1
48,69558,77.51435745,34.77765643,2016,"Frame Siding, Plywood",53584,127770,Residential,1995,1,Single Family,"Frame Siding, Plywood",Building Modified,A58,2261.385365,36417.76683,128.8251522832513,53584,0.8211576541063066,0.35832074434569017,0.1459620930411633,0.1395791684193874,1
49,72356,77.51023479,34.84734838,2016,Aluminum/Vinyl,64235,172310,Residential,2005,2,Single Family,Aluminum/Vinyl,Building Modified,A30,1633.687978,51951.63613,124.16029153044937,64235,0.8610821915862981,0.4488682965950487,0.1781492601076995,0.12510780747109262,2
50,143052,77.49601357,34.85378548,2006,Aluminum/Vinyl,65056,207980,Golf Course Lot,2004,2,Single Family,Aluminum/Vinyl,Building Existing,A26,2150.071016,19994.69588,124.17836964680524,65056,0.9104085747835653,0.6621095242291958,0.35980508097413566,0.27736287325070164,4
51,59211,77.50938022,34.89350321,2016,Aluminum/Vinyl,158543,184000,Residential,2014,1,Single Family,Aluminum/Vinyl,Building New,A58,2949.792413,16012.04626,121.02694582832387,158543,0.6821663868923323,0.18853489037757715,0.052447483886021766,0.054514900147179426,0
52,67461,77.48506389,34.73803021,2016,Brick Frame,24710,120890,Residential,1965,1,Single Family,Brick Frame,Building Modified,A14,177.7655852,20796.39527,132.6944555203985,24710,0.812857584810478,0.3563369903426872,0.09283267491614738,0.05211577834407636,2
53,53739,77.49237058,34.83101703,2016,Aluminum/Vinyl,67495,178350,Building Site,2007,2,Single Family,Aluminum/Vinyl,Building New,A30,1690.267208,150533.7086,125.88654082344405,67495,0.8817578756862048,0.49463137617936315,0.2127495446734513,0.15038997393072423,1
54,45479,77.31205358,34.78286973,2016,Aluminum/Vinyl,74617,180960,Residential,2009,1,Single Family,Aluminum/Vinyl,Building New,A62,2575.362003,17395.71983,135.0944989242731,74617,0.837872884099206,0.3998766422832632,0.1269376077572707,0.09790882110052368,2
55,57413,77.49740326,34.86117689,2016,Aluminum/Vinyl,50136,269060,Golf Course Lot,2000,2,Single Family,Aluminum/Vinyl,Building New,A30,187.5408374,25492.30248,123.62078951565321,50136,0.8540790214466991,0.4345467439742817,0.16801749839847901,0.11778848818762444,1
56,21018,77.50240815,34.52635473,2016,Aluminum/Vinyl,153579,245740,Residential,2011,2,Single Family,Aluminum/Vinyl,Building New,A26,2702.954179,30634.97567,147.51468001206615,153579,0.9949638522742599,0.9680802983691762,0.8861979819619947,0.800771148057938,4
57,21325,77.39905678,34.52738021,2016,Aluminum/Vinyl,155873,185200,Residential,2013,2,Single Family,Aluminum/Vinyl,Building New,A26,1639.852345,18531.49362,150.31345730654473,155873,0.9966112988285597,0.9777804830162923,0.9158085706819117,0.8415878082163653,4
58,114145,77.40609502,34.7582737,2006,Aluminum/Vinyl,22902,71400,Residential,1953,2,Single Family,Aluminum/Vinyl,Building Existing,A30,1108.814816,10346.77684,134.02198731422808,22902,0.948568151618242,0.6944133785651663,0.4099713345865563,0.30400879184103613,4
59,133662,77.37841639,34.80055688,2006,Brick Veneer,45073,84700,Building Site,1948,1,Single Family,Brick Veneer,Building Existing,A14,2765.658471,36736.08615,131.66505561883642,45073,0.7963257776460114,0.3324468880021593,0.08161189924957957,0.044992624874727466,0
60,25556,77.19429882,34.666847,2016,Aluminum/Vinyl,67878,158460,Residential,2006,2,Single Family,Aluminum/Vinyl,Building New,A30,1690.271877,12042.80174,147.4425204320991,67878,0.9896332209175411,0.9038298810401252,0.7389032930115674,0.6111748966115489,4
61,40592,77.352048,34.7585374,2016,Aluminum/Vinyl,68366,159010,Residential,2006,1,Single Family,Aluminum/Vinyl,Building New,A62,2313.652406,13233.55422,135.66074954542069,68366,0.84509720080527,0.4133989816832962,0.13502178263451414,0.10406878813816306,2
62,23641,77.43733211,34.56268401,2016,Aluminum/Vinyl,156601,186330,Residential,2012,1,Single Family,Aluminum/Vinyl,Building New,A58,2550.321437,16003.12226,147.00924635942562,156601,0.9687635526008155,0.769553564909654,0.5582162884897198,0.5072270049486803,2
63,75915,77.5598621,34.4746192,2006,Aluminum/Vinyl,67167,141020,Residential,2006,1,Single Family,Aluminum/Vinyl,Building Existing,A62,1687.31168,6652.176814,148.7054366166791,67167,0.9526802998400515,0.7075613080093227,0.39422471218518734,0.3107877461442301,1
64,137395,77.45046597,34.81638258,2006,Brick Veneer,11802,130150,Residential,1966,1,Single Family,Brick Veneer,Building Existing,A14,2408.593225,17411.79826,128.2969814693326,11802,0.735402136131845,0.2581328786855439,0.051562590811339286,0.026738264035911376,0
65,67554,77.13824092,34.73487176,2016,Aluminum/Vinyl,38692,188240,Residential,1998,2,Single Family,Aluminum/Vinyl,Building Modified,A26,1902.50813,39832.22928,144.63570107119344,38692,0.9925036455404211,0.9543954361714498,0.8478783487553392,0.7517898413682835,1
66,26447,77.18242056,34.67812327,2016,Aluminum/Vinyl,39717,143350,Residential,1993,1,Single Family,Aluminum/Vinyl,Building New,A62,91.11972012,20360.51225,147.0527971890428,39717,0.9442615792408169,0.6747772084903348,0.35572023745168424,0.27868589256825926,0
67,20396,77.41923478,34.51947679,2016,Hard Board (Hardy board or pla,66510,344210,Waterfront Canal,2012,1,Single Family,Hard Board (Hardy board or pla,Building New,A62,3513.038066,76038.00825,150.34234612050267,66510,0.9599075071127361,0.7381017678736146,0.43297653026368543,0.34369895381238746,1
68,109969,77.44958881,34.75144291,2006,,7183,612331,Commercial,0,1,RETAIL,,Building Existing,F16,8818.603968,45249.09134,133.04515290057503,7183,0.9484018200547213,0.8859562997831416,0.755490151526459,7.279419750113663e-05,3
69,40612,77.23088064,34.75697724,2016,Aluminum/Vinyl,42397,174380,Building Site,1988,2,Single Family,Aluminum/Vinyl,Building New,A26,22.52598848,97247.69805,139.83677027033804,42397,0.9857935686634979,0.920414836667536,0.7644306636166578,0.6550337136220653,2
70,59934,77.53341999,34.90236607,2016,Aluminum/Vinyl,75793,170780,Residential,2010,2,Single Family,Aluminum/Vinyl,Building New,A26,202.2345215,18594.0467,119.69076891287526,75793,0.8600100585778345,0.5443893002430483,0.2439685726642522,0.18474667514525545,2
71,68955,77.49272663,34.76536263,2016,Brick Veneer,1106,123370,Residential,1977,1,Single Family,Brick Veneer,Building Modified,A14,2153.155853,13249.46514,130.4849080849574,1106,0.7761663805197639,0.3056575579750493,0.06995017338932197,0.03775722341931798,0
72,51897,77.55793165,34.82238955,2016,Aluminum/Vinyl,64562,177140,Residential,2005,1,Single Family,Aluminum/Vinyl,Building New,A58,259.9708325,15689.86458,124.19068258190315,64562,0.7447586710978121,0.25198156312946185,0.08272363384522152,0.0826403978101688,1
73,127215,77.36052109,34.78071651,2006,Aluminum/Vinyl,15014,114520,Residential,1972,1,Single Family,Aluminum/Vinyl,Building Existing,A10,1855.740995,12758.51651,133.7004724688959,15014,0.8781099183461478,0.5597527258473999,0.24076457670257895,0.21902140574967055,0
74,110051,77.36313447,34.75052675,2006,Aluminum/Vinyl,42136,117060,Residential,1984,1,Single Family,Aluminum/Vinyl,Building Existing,A10,1737.543624,9193.108431,135.95392215148996,42136,0.9005996567136214,0.6139486878577214,0.2957356255341789,0.26231681104671895,1
75,61801,77.54052107,34.9273054,2016,Aluminum/Vinyl,68573,157730,Residential,2006,2,Single Family,Aluminum/Vinyl,Building New,A30,1550.926382,21299.94666,117.82516192158573,68573,0.7614924984701354,0.2860536298932552,0.08097455387941155,0.05634068425222815,0
76,49054,77.40739921,34.80690412,2016,Aluminum/Vinyl,69838,55410,Townhome,2007,2,Town Home,Aluminum/Vinyl,Building New,B32,3568.061849,2635.567958,130.33365069590292,69838,0.30645295737922434,0.0411155566673623,0.002879744824324459,0.0020336440550526077,0
77,39829,77.34569202,34.75526144,2016,Aluminum/Vinyl,152692,173970,Residential,2015,2,Single Family,Aluminum/Vinyl,Building New,A22,1435.578168,15039.12502,136.09722735213018,152692,0.9593236089374786,0.728649895264031,0.38167858175588887,0.08855799273633663,3
78,146131,77.55727266,34.90143406,2006,Aluminum/Vinyl,13540,73270,Building Site,1933,1,Single Family,Aluminum/Vinyl,Building Existing,A10,195.873681,19523.3193,119.00229452869638,13540,0.6307115465990946,0.2060649084301182,0.03085054472638954,0.04040580998014822,1
79,39770,77.53731442,34.7574802,2016,Aluminum/Vinyl,18742,64340,Building Site,1925,1,Single Family,Aluminum/Vinyl,Building New,A10,442.0395126,41500.12766,129.3197610373478,18742,0.8232011949528718,0.44936191783881185,0.14987156978061822,0.14614336489341173,1
80,62814,77.62202184,34.94720806,2016,Aluminum/Vinyl,27919,159890,Building Site,2006,1,Single Family,Aluminum/Vinyl,Building New,A62,3202.341125,43559.94335,114.05687484718088,27919,0.41162363615292336,0.04802519016735812,0.0036825178129813057,0.0034234161829909716,1
81,49667,77.46234327,34.81059092,2016,"Frame Siding, Plywood",53399,171930,Residential,1995,2,Single Family,"Frame Siding, Plywood",Building New,A30,108.3881228,10885.98563,128.32991620681696,53399,0.9067710048430122,0.5583303271369298,0.2669185976574876,0.19090467164860625,0
82,64988,77.15618586,34.6825313,2016,Aluminum/Vinyl,53690,306430,Waterfront River/Creek,2001,2,Single Family,Aluminum/Vinyl,Building Modified,A30,3855.768042,81099.12604,147.5035702618277,53690,0.9897142680137647,0.9044169106235322,0.7401251789766513,0.6124967185538821,2
83,36461,77.22979045,34.73626507,2016,Aluminum/Vinyl,153707,166590,Residential,2014,2,Single Family,Aluminum/Vinyl,Building New,A30,1625.896101,15277.44594,141.40493856238328,153707,0.9780032839501588,0.8302780252670872,0.6025181468463823,0.4736729074058783,4
84,63491,77.55758792,34.48551832,2016,ALUMINUM/VINYL,14801,77750,Building Site,2003,1,Multi-Section MH,ALUMINUM/VINYL,Building Modified,B32,1594.553577,10957.07414,148.0359175678133,14801,0.656807097710293,0.28092633680930224,0.0684286582895341,0.05487441298752005,0
85,116104,77.42323196,34.76144165,2006,Aluminum/Vinyl,22854,92700,Residential,1946,1,Single Family,Aluminum/Vinyl,Building Existing,A14,785.0411362,26682.12815,133.22082079609314,22854,0.8209336303697734,0.3687082957362964,0.09895629803606243,0.05606562012092746,2
86,36533,77.50077633,34.7403112,2016,Brick Frame,29096,137720,Building Site,1961,1,Single Family,Brick Frame,Building New,A10,65.71451823,43593.29847,131.928852819208,29096,0.857760097156276,0.5156273697322675,0.2012295161691306,0.1876302499334896,1
87,70224,77.41470533,34.78894613,2016,Brick Veneer,42204,203600,Residential,1984,2,Single Family,Brick Veneer,Building Modified,A30,2433.7991,20105.81353,131.4515792224069,42204,0.932255562804058,0.6357125646967765,0.34322882267587074,0.2500657608347113,2
88,74608,77.52069817,34.44837598,2006,ALUMINUM/VINYL,21895,405930,Waterfront Canal,2003,1,Beach House,ALUMINUM/VINYL,Building Existing,A56,2385.203872,7642.469635,151.37620960842418,21895,0.9737816661345814,0.7459404461789325,0.29363109488540784,0.04539466943035762,3
89,32749,77.22755486,34.71463365,2016,Aluminum/Vinyl,68099,163400,Residential,2010,1,Single Family,Aluminum/Vinyl,Building New,A62,2455.199998,20317.26345,143.0491979924632,68099,0.9184053880272127,0.5882780288445713,0.26734612914138034,0.20702840439906883,2
90,25568,77.19347715,34.66676304,2016,Aluminum/Vinyl,73640,77310,Townhome,2007,2,Town Home,Aluminum/Vinyl,Building New,B32,5167.068358,2634.768292,147.47359311001188,73640,0.646757251716801,0.2693797173680724,0.06354795538216251,0.05077543018020729,0
91,59389,77.51957588,34.89683889,2016,Aluminum/Vinyl,151749,138380,Residential,2011,1,Single Family,Aluminum/Vinyl,Building New,A58,1915.030793,15887.13007,120.48856788669839,151749,0.6707264911662649,0.17866595194673696,0.04824610282065414,0.05053149091889777,1
92,71711,77.22871473,34.82453801,2016,Concrete Block,14111,170370,Commercial,1957,1,RETAIL,Concrete Block,Building Modified,F16,1546.603561,74155.06611,134.92104276386263,14111,0.9570157718808511,0.9019611966615904,0.78383477271654,0.00013478779705825396,3
93,136018,77.46408202,34.81114508,2006,Aluminum/Vinyl,21193,148070,Residential,2003,1,Single Family,Aluminum/Vinyl,Building Existing,A62,2537.186208,11404.57593,128.23280705838346,21193,0.73019958322343,0.24570781919372242,0.05316941566403602,0.041998414718273674,1
94,65403,77.20692702,34.69089058,2016,Aluminum/Vinyl,23954,82480,Residential,1970,1,Single Family,Aluminum/Vinyl,Building Modified,A14,1463.460969,19969.89026,145.4115409177607,23954,0.9443600335379996,0.6533531568588893,0.3115284461021014,0.21397999094202091,2
95,116065,77.41842497,34.76129382,2006,,30672,81095,Commercial,0,1,CONVERSION,,Building Existing,A10,1000.652766,11574.85907,133.3917667034803,30672,0.8747382462600565,0.5521435697109024,0.2336248325711171,0.21337486316660775,1
96,42952,77.45076337,34.77007156,2016,Stucco Block,36689,545040,Residential,2010,1,Single Family,Stucco Block,Building New,A58,501.4307625,110535.1116,131.65138789227402,36689,0.8587668481782675,0.4277496129596364,0.19582612444386466,0.1836965035636411,1
97,69760,77.50328209,34.78156432,2016,Brick Veneer,15749,102460,Building Site,1966,1,Single Family,Brick Veneer,Building Modified,A14,994.2226326,64521.48458,128.96335341209118,15749,0.7482792153356472,0.27227689774627667,0.05673442336802468,0.029785398541781985,1
98,104677,77.46182813,34.74141646,2006,Aluminum/Vinyl,55768,107040,Building Site,1938,2,Single Family,Aluminum/Vinyl,Building Existing,A26,719.8427953,60068.46025,133.32586007577308,55768,0.9679130402866605,0.8438810472880702,0.6130114516332013,0.5006448907554475,3
99,44705,77.31202884,34.77849976,2016,Aluminum/Vinyl,70858,159630,Residential,2007,1,Single Family,Aluminum/Vinyl,Building New,A62,2306.581241,25040.26763,135.4082989133057,70858,0.8419068018332493,0.4073636074944585,0.13137920389698948,0.10129183312281909,1
100,80375,77.3758259,34.53515895,2006,Aluminum/Vinyl,30311,452420,Waterfront River/Creek,2005,1,Single Family,Aluminum/Vinyl,Building Existing,A62,3140.146987,28556.5956,150.34385657917815,30311,0.9599137023823067,0.7381290257118074,0.4330124521153732,0.34372975742849143,3
101,107636,77.43046171,34.74722994,2006,,40318,86370,Residential,0,1,SPECIAL/INSTITUTIONAL,,Building Existing,F16,237.197363,15548.44445,134.02395852974595,40318,0.9530685725885998,0.8945533484539454,0.7705731146827439,0.00010078860706813986,2
